project_id,city,region,project_type,land_area_m2,building_area_m2,floors,units,finishing_level,construction_method,structural_system,concrete_m3,steel_ton,blocks_m2,tiles_m2,paint_m2,electrical_points,plumbing_points,estimated_cost_sar,duration_months,year
SA-R05950,Najran,Southern,DataCenter,,2512.0072391621206,2,19,Premium,AAC,RC Frame,1219,164.59,9043,3266,11053,754,201,17510000,23.5,2024
SA-R05951,Hail,Northern,Office_Building,,12724.024789487814,5,92,Luxury,PostTension,RC Frame,15829,1760.05,114516,41353,139964,9543,2545,372210000,44.5,2020
SA-R05952,Tabuk,Northern,Apartment_Building,,4713.920170826047,9,25,Luxury,Traditional,RC Frame,10462,1292.39,76366,27576,93336,6364,1697,233190000,37.5,2022
SA-R05953,Makkah,Western,Townhouse_Project,,12920.449473073282,2,78,Good,ICF,RC Frame,5151,579.12,46514,16797,56850,3876,1034,69620000,47,2020
SA-R05954,Khamis Mushait,Southern,Mall,,94477.32739356734,5,743,Premium,SteelFrame,RC Frame,126497,14824.35,850296,307051,1039251,70858,18895,1541940000,143.5,2022
SA-R05955,Makkah,Western,University,,46771.04933577469,2,252,Good,SlipForm,RC Frame,19988,2236.93,168376,60802,205793,14031,3742,269080000,71.5,2021
SA-R05956,Riyadh,Central,DataCenter,,2708.492139450105,1,23,Luxury,AAC,RC Frame,733,93.04,4875,1761,5959,406,108,19200000,21.5,2026
SA-R05957,Jeddah,Western,Villa,102,264.5990345346315,1,1,Premium,PostTension,Load Bearing,61,6.43,476,172,582,40,11,1120000,7.5,2023
SA-R05958,Najran,Southern,Hospital,,6146.657788392536,6,54,Standard,ICF,RC Frame,12797,1681.66,66384,23972,81136,5532,1475,54100000,61.5,2026
SA-R05959,Abha,Southern,Hotel,,9686.241382667113,40,58,UltraLuxury,Precast,RC Frame,101283,12105.55,697409,251842,852389,58117,15498,3901630000,99,2020
SA-R05960,Khobar,Eastern,Townhouse_Project,,12431.344832253544,4,74,Good,PostTension,RC Frame,9653,964.69,89506,32321,109396,7459,1989,142620000,45.5,2025
SA-R05961,Khamis Mushait,Southern,CommercialComplex,,8533.55730810676,10,51,UltraLuxury,Traditional,RC Frame,21857,2446.02,153604,55468,187738,12800,3413,814910000,35.5,2020
SA-R05962,Khamis Mushait,Southern,Hotel,,28986.93765040324,17,340,Raw,PostTension,RC Frame,127972,16019.41,887000,320306,1084111,73917,19711,369270000,103.5,2023
SA-R05963,Makkah,Western,University,,70091.94120944254,7,416,Luxury,SteelFrame,RC Frame,109708,11851.96,883158,318918,1079416,73597,19626,3167460000,90.5,2025
SA-R05964,Taif,Western,Office_Building,,4469.469200675649,10,39,UltraLuxury,Traditional,RC Frame,10423,1129.68,80450,29052,98328,6704,1788,443190000,36.5,2026
SA-R05965,Makkah,Western,CommercialComplex,,17271.929566696177,7,191,Good,Traditional,RC Frame,27316,3225.62,217626,78587,265988,18136,4836,338810000,50,2022
SA-R05966,Najran,Southern,Mall,,55029.51403540921,6,436,Good,SteelFrame,RC Frame,73255,8415.05,594319,214615,726390,49527,13207,763130000,111,2020
SA-R05967,Abha,Southern,Residential_Compound,,30429.080604837578,2,268,Raw,PostTension,RC Frame,11042,1105.56,109545,39558,133888,9129,2434,50280000,70.5,2025
SA-R05968,Dammam,Eastern,Warehouse,,3723.253349548751,1,23,Good,SlipForm,Steel Frame,580,48.17,6702,2420,8191,558,149,10130000,19.5,2022
SA-R05969,Jeddah,Western,Bridge,,,,,Premium,PostTension,RC Frame,,,,,,,,0,15,2023
SA-R05970,Taif,Western,Mosque,,1790.88923336105,1,17,UltraLuxury,SteelFrame,RC Frame,399,39.82,3224,1164,3940,269,72,18460000,14,2025
SA-R05971,Dammam,Eastern,Office_Building,,3152.8066474139096,18,34,Luxury,AAC,RC Frame,11522,1203.82,102151,36888,124851,8513,2270,375620000,34.5,2020
SA-R05972,Tabuk,Northern,Mall,,76414.50446696726,4,408,Raw,ICF,RC Frame,64897,7786.94,550184,198678,672448,45849,12226,244760000,127,2021
SA-R05973,Makkah,Western,CommercialComplex,,18536.382886335727,3,110,Standard,AAC,RC Frame,14351,1691.38,100096,36146,122340,8341,2224,101990000,51.5,2021
SA-R05974,Khamis Mushait,Southern,Mosque,,4671.23155474757,3,24,Raw,PostTension,RC Frame,2583,249.4,25225,9109,30830,2102,561,10790000,22,2021
SA-R05975,Makkah,Western,Hotel,,19858.21117760037,39,181,Premium,Precast,RC Frame,179220,22475.15,1394046,503406,1703835,116171,30979,3119980000,120,2024
SA-R05976,Abha,Southern,CommercialComplex,,29231.39874325817,5,172,Good,AAC,RC Frame,39301,4801.48,263083,95002,321545,21924,5846,340790000,56,2023
SA-R05977,Buraydah,Central,Road,,,,,Good,Precast,RC Frame,,,,,,,,0,16.5,2025
SA-R05978,Najran,Southern,Townhouse_Project,,4652.38257013731,2,37,UltraLuxury,SteelFrame,RC Frame,2077,230.96,16749,6048,20470,1396,372,84460000,31,2024
SA-R05979,Khobar,Eastern,Bridge,,,,,Raw,Precast,RC Frame,,,,,,,,0,15,2024
SA-R05980,Tabuk,Northern,University,,67016.49378226593,6,426,UltraLuxury,Traditional,RC Frame,87557,9779.18,723778,261364,884618,60315,16084,3533020000,91,2022
SA-R05981,Abha,Southern,Government_Building,,24548.732099988294,7,284,UltraLuxury,AAC,RC Frame,36336,3965.51,309314,111697,378050,25776,6874,1716000000,77.5,2020
SA-R05982,Tabuk,Northern,Villa,563,981.8644666541281,2,1,UltraLuxury,ICF,Steel Frame,384,43.87,3535,1276,4320,295,79,18660000,11,2020
SA-R05983,Khobar,Eastern,Residential_Tower,,23889.21593094087,42,126,Luxury,Traditional,Post Tension,225866,30789.77,1806025,652176,2207364,150502,40134,6538000000,136.5,2026
SA-R05984,Najran,Southern,Road,,,,,UltraLuxury,AAC,RC Frame,,,,,,,,0,15.5,2023
SA-R05985,Abha,Southern,Mall,,27785.326416568816,4,182,Premium,Traditional,RC Frame,24999,3023.77,200054,72242,244511,16671,4446,417600000,84.5,2022
SA-R05986,Khobar,Eastern,Residential_Compound,,45650.13633434173,2,268,Premium,AAC,RC Frame,19837,1935.25,164340,59345,200861,13695,3652,414550000,91,2022
SA-R05987,Makkah,Western,University,,71616.97073990086,3,495,Luxury,SteelFrame,RC Frame,49731,5415.21,386732,139653,472672,32228,8594,1397900000,83.5,2021
SA-R05988,Najran,Southern,Villa,237,338.5459491460253,1,1,Raw,AAC,RC Frame,95,10.45,609,220,745,51,14,270000,7.5,2020
SA-R05989,Tabuk,Northern,Residential_Compound,,35903.28642441101,3,292,Standard,PostTension,RC Frame,18276,1876.15,193878,70011,236962,16156,4308,173080000,79.5,2020
SA-R05990,Najran,Southern,Parking,,15991.736370439416,5,111,UltraLuxury,Traditional,RC Frame,11834,1046.61,143926,51973,175909,11994,3198,719490000,47.5,2022
SA-R05991,Khamis Mushait,Southern,Townhouse_Project,,3566.8962087167365,3,25,Premium,Precast,RC Frame,1767,181.3,19261,6955,23542,1605,428,36860000,28,2022
SA-R05992,Riyadh,Central,Mosque,,4474.441261156252,3,28,Premium,Traditional,RC Frame,2629,278.68,24162,8725,29531,2013,537,63060000,24.5,2021
SA-R05993,Dammam,Eastern,Mall,,52873.39685177782,3,289,Standard,PostTension,RC Frame,37056,4297.32,285516,103103,348964,23793,6345,293340000,104.5,2026
SA-R05994,Makkah,Western,Luxury_Villa,1176,1754.668727807527,2,1,Standard,ICF,RC Frame,723,81.06,6317,2281,7721,526,140,6160000,17.5,2020
SA-R05995,Dammam,Eastern,CommercialComplex,,13655.731977620937,5,78,Luxury,SlipForm,RC Frame,16662,1998.03,122902,44381,150213,10242,2731,438340000,41,2025
SA-R05996,Khamis Mushait,Southern,Government_Building,,24404.090092698912,5,218,Raw,ICF,RC Frame,34050,3736.85,219637,79313,268445,18303,4881,94940000,79,2023
SA-R05997,Buraydah,Central,Mosque,,1681.970497215253,2,10,UltraLuxury,Precast,RC Frame,561,54.29,6055,2187,7401,505,135,35810000,15.5,2020
SA-R05998,Taif,Western,Residential_Tower,,20619.526393249587,56,122,Good,PostTension,Post Tension,270446,36354.36,2078448,750551,2540326,173204,46188,2936200000,152.5,2024
SA-R05999,Taif,Western,School,,7070.051761299313,2,48,UltraLuxury,SteelFrame,RC Frame,2717,291.15,25452,9191,31108,2121,566,146610000,30.5,2025
SA-R06000,Najran,Southern,Office_Building,,9146.64957538481,19,48,Raw,Traditional,RC Frame,38829,4185.84,312815,112961,382330,26068,6951,135950000,51,2020
SA-R06001,Tabuk,Northern,Apartment_Building,,5034.575388871632,9,33,Luxury,Traditional,Flat Slab,10335,1226.14,81560,29452,99685,6797,1812,240410000,34,2021
SA-R06002,Riyadh,Central,DataCenter,,2628.437299679471,4,15,Luxury,Traditional,RC Frame,2567,329.72,18925,6834,23130,1577,421,71370000,24.5,2021
SA-R06003,Taif,Western,Townhouse_Project,,13010.816492368018,2,77,Raw,SlipForm,RC Frame,4699,505.1,46839,16914,57248,3903,1041,21490000,48,2025
SA-R06004,Madinah,Western,School,,7755.59572095086,3,46,Premium,Traditional,RC Frame,4767,478.13,41880,15123,51187,3490,931,91190000,28.5,2025
SA-R06005,Khobar,Eastern,Government_Building,,11320.32668269487,4,74,UltraLuxury,ICF,RC Frame,8957,988.71,81506,29433,99619,6792,1811,498390000,56,2023
SA-R06006,Riyadh,Central,Road,,,,,Standard,SlipForm,RC Frame,,,,,,,,0,15.5,2024
SA-R06007,Taif,Western,Villa,229,534.2385595300709,3,1,Premium,SteelFrame,Load Bearing,324,36.41,2885,1042,3526,240,64,5990000,10.5,2026
SA-R06008,Tabuk,Northern,University,,71100.79091622599,7,725,Premium,SteelFrame,RC Frame,105418,11503.25,895870,323509,1094952,74656,19908,1764460000,93.5,2025
SA-R06009,Abha,Southern,Office_Building,,14093.684618608972,20,75,Premium,PostTension,RC Frame,51187,5533.23,507373,183218,620122,42281,11275,1060840000,55,2022
SA-R06010,Najran,Southern,Government_Building,,27928.269760887833,8,208,UltraLuxury,ICF,RC Frame,44150,4692.38,402167,145227,491538,33514,8937,1983160000,76.5,2021
SA-R06011,Abha,Southern,Residential_Tower,,12479.690269341589,20,66,UltraLuxury,PostTension,Core Wall,65294,8292.39,449269,162236,549106,37439,9984,2439130000,92,2021
SA-R06012,Taif,Western,Parking,,18702.947438808216,3,95,Standard,AAC,RC Frame,8921,803.65,100996,36471,123439,8416,2244,94340000,50.5,2020
SA-R06013,Tabuk,Northern,CommercialComplex,,6369.461159331193,8,34,Luxury,Traditional,RC Frame,14149,1648.61,91720,33121,112103,7643,2038,272550000,35.5,2022
SA-R06014,Buraydah,Central,Office_Building,,10129.737737440613,15,57,Raw,ICF,RC Frame,31041,3674.64,273503,98765,334281,22792,6078,132850000,50.5,2025
SA-R06015,Hail,Northern,Townhouse_Project,,5572.369105003754,3,57,Good,PostTension,RC Frame,3395,371.84,30091,10866,36778,2508,669,40390000,33.5,2026
SA-R06016,Taif,Western,Bridge,,,,,UltraLuxury,AAC,RC Frame,,,,,,,,0,14.5,2022
SA-R06017,Hail,Northern,Villa,642,932.5052956827071,2,1,Standard,AAC,Steel Frame,430,45.21,3357,1212,4103,280,75,3100000,11,2023
SA-R06018,Taif,Western,Residential_Tower,,35572.3118781198,27,405,Raw,ICF,Shear Wall,218089,27531.31,1728814,624294,2112995,144068,38418,853490000,151.5,2023
SA-R06019,Khamis Mushait,Southern,Hotel,,28702.576085684457,11,260,Standard,PostTension,RC Frame,63281,8109.28,568311,205223,694602,47359,12629,490740000,97,2024
SA-R06020,Makkah,Western,CommercialComplex,,22640.815954007612,3,120,Standard,SlipForm,RC Frame,16504,1983.16,122260,44150,149429,10188,2717,119860000,50,2025
SA-R06021,Jeddah,Western,Apartment_Building,,4030.7594106393462,5,28,UltraLuxury,ICF,RC Frame,5726,644.91,36277,13100,44338,3023,806,240790000,29,2025
SA-R06022,Khamis Mushait,Southern,Mall,,7391.060386926422,5,45,Good,SteelFrame,RC Frame,9515,1157.03,66520,24021,81302,5543,1478,87040000,44,2020
SA-R06023,Makkah,Western,Road,,,,,Premium,PostTension,RC Frame,,,,,,,,0,16.5,2024
SA-R06024,Makkah,Western,School,,5528.185580147759,1,51,Luxury,SteelFrame,RC Frame,1292,133.58,9951,3593,12162,829,221,35820000,28,2022
SA-R06025,Dammam,Eastern,Residential_Tower,,20404.500748122162,27,222,Good,SlipForm,Post Tension,151626,20004.93,991659,358099,1212027,82638,22037,1452320000,113.5,2025
SA-R06026,Khobar,Eastern,Warehouse,,11339.563783506197,2,131,Luxury,SlipForm,Precast,2622,216.79,40822,14741,49894,3402,907,152380000,31.5,2021
SA-R06027,Najran,Southern,Bridge,,,,,Premium,AAC,RC Frame,,,,,,,,0,16,2020
SA-R06028,Riyadh,Central,Mall,,27355.031011749845,6,227,Premium,SteelFrame,RC Frame,36146,4273.06,295434,106685,361086,24620,6565,739650000,70.5,2021
SA-R06029,Najran,Southern,Warehouse,,9956.023143283468,1,121,UltraLuxury,Precast,Steel Frame,1963,170.75,17921,6471,21903,1493,398,94940000,29.5,2023
SA-R06030,Hail,Northern,DataCenter,,1221.9573717829664,3,6,Good,ICF,RC Frame,880,114.04,6599,2383,8065,550,147,8930000,19,2023
SA-R06031,Madinah,Western,University,,44361.429035710884,8,478,UltraLuxury,PostTension,RC Frame,80910,9390.39,638805,230679,780761,53234,14196,3772650000,72.5,2024
SA-R06032,Tabuk,Northern,School,,1644.283603618412,3,9,Good,SteelFrame,RC Frame,1269,127.05,8879,3206,10852,740,197,11640000,19.5,2025
SA-R06033,Buraydah,Central,University,,20858.857308724662,2,134,Raw,PostTension,RC Frame,9739,1024.06,75092,27117,91779,6258,1669,37430000,51,2024
SA-R06034,Buraydah,Central,Mall,,16480.91826592876,3,94,Standard,AAC,RC Frame,11930,1446.14,88997,32138,108774,7416,1978,88720000,68,2020
SA-R06035,Khamis Mushait,Southern,Road,,,,,Raw,PostTension,RC Frame,,,,,,,,0,16.5,2026
SA-R06036,Najran,Southern,Government_Building,,19274.75347664105,7,151,Premium,PostTension,RC Frame,34389,3663,242862,87700,296831,20238,5397,470490000,62,2021
SA-R06037,Khamis Mushait,Southern,Hotel,,11028.711351061793,14,129,Luxury,SteelFrame,RC Frame,42210,5318.84,277924,100361,339684,23160,6176,846660000,65.5,2024
SA-R06038,Najran,Southern,Hospital,,55772.501687386066,13,667,Premium,AAC,Shear Wall,254990,34109.97,1305077,471278,1595094,108756,29002,2476360000,162.5,2022
SA-R06039,Dammam,Eastern,Warehouse,,13067.464686981131,1,72,Good,ICF,RC Frame,2472,211.28,23521,8494,28748,1960,523,35280000,32.5,2021
SA-R06040,Khamis Mushait,Southern,Hospital,,44263.57719020624,14,256,Premium,SlipForm,Shear Wall,182549,23320.19,1115442,402799,1363318,92954,24788,2249160000,147,2026
SA-R06041,Tabuk,Northern,Luxury_Villa,942,2616.9821344242173,3,1,Standard,PostTension,RC Frame,1592,194.69,14132,5103,17272,1178,314,12540000,20.5,2022
SA-R06042,Najran,Southern,Mosque,,1419.2571575597108,3,8,Luxury,ICF,RC Frame,708,74.7,7664,2768,9367,639,170,22000000,16,2026
SA-R06043,Najran,Southern,Hospital,,6909.238747266057,10,67,Raw,PostTension,RC Frame,22495,3154.33,124366,44910,152003,10364,2764,53120000,77,2024
SA-R06044,Makkah,Western,Mosque,,3829.921264904453,2,20,UltraLuxury,SlipForm,RC Frame,977,103.68,13788,4979,16852,1149,306,82900000,20,2021
SA-R06045,Dammam,Eastern,Road,,,,,Luxury,Precast,RC Frame,,,,,,,,0,14.5,2023
SA-R06046,Dammam,Eastern,Hotel,,28971.602169204547,13,181,Raw,SteelFrame,RC Frame,82683,10416.94,677935,244810,828588,56495,15065,349750000,107,2022
SA-R06047,Taif,Western,Hotel,,4405.178468408749,38,29,Standard,AAC,RC Frame,44636,5392.44,301314,108808,368273,25110,6696,281060000,80.5,2020
SA-R06048,Madinah,Western,Government_Building,,13550.426342331573,10,80,Good,SlipForm,RC Frame,32699,3509.66,243908,88078,298109,20326,5420,377340000,58,2021
SA-R06049,Dammam,Eastern,CommercialComplex,,4804.632638136753,8,40,Luxury,AAC,RC Frame,10570,1282.79,69187,24984,84562,5766,1537,257260000,33.5,2024
SA-R06050,Khobar,Eastern,Residential_Tower,,30173.830110297076,20,151,Standard,Precast,Core Wall,148054,18322.29,1086258,392260,1327649,90521,24139,1145010000,120,2023
SA-R06051,Hail,Northern,Warehouse,,7659.199476084545,1,70,Raw,SlipForm,Precast,1013,82.03,13787,4978,16850,1149,306,6310000,26,2021
SA-R06052,Makkah,Western,Hospital,,72204.6380445253,3,567,Raw,Traditional,RC Frame,68757,9789.32,389905,140799,476551,32492,8665,203660000,171,2026
SA-R06053,Abha,Southern,Hotel,,24245.89589055246,20,226,Raw,Precast,RC Frame,117565,14276.92,872852,315197,1066819,72738,19397,399990000,103,2022
SA-R06054,Dammam,Eastern,Factory,,37538.862326884366,3,414,UltraLuxury,Traditional,Precast,18511,1783.16,202710,73201,247756,16892,4505,1277970000,79,2025
SA-R06055,Hail,Northern,Residential_Compound,,44118.473828080816,2,276,Premium,PostTension,RC Frame,15255,1543.08,158827,57354,194121,13236,3529,313140000,91,2020
SA-R06056,Tabuk,Northern,DataCenter,,2904.5211824508033,3,17,Raw,Precast,RC Frame,2264,290.61,15684,5664,19170,1307,349,6880000,24.5,2026
SA-R06057,Abha,Southern,Residential_Compound,,17195.61265955773,3,160,Raw,Traditional,RC Frame,7060,700.83,92856,33531,113491,7738,2063,43910000,61.5,2026
SA-R06058,Hail,Northern,University,,17356.908388956683,7,196,UltraLuxury,SteelFrame,RC Frame,28838,3180.23,218697,78974,267296,18225,4860,1156560000,50,2026
SA-R06059,Najran,Southern,University,,95117.6544606227,4,503,UltraLuxury,SteelFrame,RC Frame,80904,8655.93,684847,247306,837035,57071,15219,3291730000,101,2022
SA-R06060,Buraydah,Central,Office_Building,,5862.508374228119,16,46,Good,Traditional,RC Frame,23682,2673.17,168840,60970,206360,14070,3752,240110000,42,2024
SA-R06061,Khobar,Eastern,Residential_Tower,,37893.14195936025,40,349,Standard,AAC,Flat Slab,380263,48270.27,2728306,985222,3334596,227359,60629,2965820000,148.5,2024
SA-R06062,Tabuk,Northern,Apartment_Building,,4708.17440259146,12,33,Standard,ICF,Flat Slab,13796,1615.21,101697,36724,124296,8475,2260,93070000,34.5,2026
SA-R06063,Buraydah,Central,Hotel,,16923.450234610675,10,142,UltraLuxury,SteelFrame,RC Frame,45396,5538.56,304622,110002,372316,25385,6769,1758970000,71,2020
SA-R06064,Madinah,Western,Parking,,15494.082147855515,5,113,Good,SlipForm,RC Frame,10662,919.42,139447,50356,170435,11621,3099,205380000,49.5,2020
SA-R06065,Makkah,Western,Factory,,49986.138017951846,2,540,Standard,Precast,RC Frame,12473,1267.41,179950,64982,219939,14996,3999,183680000,95.5,2022
SA-R06066,Taif,Western,School,,7367.263105099956,4,49,Raw,SteelFrame,RC Frame,7088,783.35,53044,19155,64832,4420,1179,25880000,32.5,2023
SA-R06067,Abha,Southern,Warehouse,,4130.691309569735,1,33,Standard,PostTension,Steel Frame,465,36.93,7435,2685,9088,620,165,6990000,21,2025
SA-R06068,Makkah,Western,Luxury_Villa,992,2062.1269564330796,4,1,Premium,SteelFrame,RC Frame,1785,218.7,14847,5362,18147,1237,330,34820000,19.5,2024
SA-R06069,Dammam,Eastern,Mosque,,3883.327833036354,2,19,Luxury,ICF,RC Frame,1113,107.23,13980,5048,17087,1165,311,49370000,20.5,2021
SA-R06070,Taif,Western,Residential_Compound,,46945.68440334686,2,363,Standard,SteelFrame,RC Frame,18520,1750.39,169004,61029,206561,14084,3756,158150000,80,2026
SA-R06071,Abha,Southern,Mall,,57224.034205319054,4,339,UltraLuxury,SteelFrame,RC Frame,46121,5534.7,412013,148782,503572,34334,9156,2282280000,110,2024
SA-R06072,Madinah,Western,University,,83949.09906718192,3,542,UltraLuxury,PostTension,RC Frame,52731,5581.99,453325,163701,554064,37777,10074,2659840000,85,2022
SA-R06073,Taif,Western,DataCenter,,4496.892891370131,3,48,Standard,AAC,RC Frame,3203,412.93,24283,8769,29679,2024,540,23080000,28,2024
SA-R06074,Madinah,Western,Residential_Compound,,42360.745412972494,1,309,UltraLuxury,PostTension,RC Frame,10451,1037.73,76249,27534,93194,6354,1694,463160000,72.5,2023
SA-R06075,Jeddah,Western,Factory,,22539.100644239195,2,190,Standard,Precast,RC Frame,6145,589.76,81141,29301,99172,6762,1803,88000000,61,2024
SA-R06076,Hail,Northern,Villa,625,1117.8630158400986,2,1,Premium,ICF,RC Frame,443,51.5,4024,1453,4919,335,89,8530000,11.5,2021
SA-R06077,Buraydah,Central,Warehouse,,5461.63505920452,2,46,Good,PostTension,Steel Frame,1102,92.11,19662,7100,24031,1638,437,28710000,22,2023
SA-R06078,Dammam,Eastern,Mall,,43248.15606885393,5,354,Raw,Precast,RC Frame,49541,5786.05,389233,140557,475730,32436,8650,200280000,93.5,2023
SA-R06079,Jeddah,Western,CommercialComplex,,16031.07076931623,3,115,Standard,ICF,RC Frame,15229,1902.73,86568,31261,105805,7214,1924,90820000,50,2021
SA-R06080,Riyadh,Central,School,,6768.002318391433,2,39,Luxury,PostTension,RC Frame,3025,298.27,24365,8798,29779,2030,541,94590000,29,2023
SA-R06081,Jeddah,Western,Hotel,,23656.32783636768,23,294,UltraLuxury,AAC,RC Frame,150090,18854.29,979372,353662,1197010,81614,21764,5869460000,98,2020
SA-R06082,Tabuk,Northern,Bridge,,,,,Standard,Traditional,RC Frame,,,,,,,,0,15,2022
SA-R06083,Khobar,Eastern,Parking,,18106.022388977242,3,119,Luxury,SlipForm,RC Frame,9955,920.97,97773,35307,119500,8148,2173,365200000,51,2020
SA-R06084,Abha,Southern,Apartment_Building,,2349.321104139615,8,12,Standard,AAC,Shear Wall,3979,465.54,33830,12216,41348,2819,752,29960000,25,2026
SA-R06085,Khamis Mushait,Southern,Luxury_Villa,1809,2822.0980485265372,2,1,UltraLuxury,ICF,RC Frame,1062,123.53,10160,3669,12417,847,226,51510000,21,2025
SA-R06086,Hail,Northern,DataCenter,,3217.478259941277,3,21,Raw,Precast,RC Frame,2154,283.4,17374,6274,21235,1448,386,8170000,25.5,2025
SA-R06087,Khamis Mushait,Southern,Luxury_Villa,725,2405.1079603419316,4,1,Standard,ICF,RC Frame,2147,270.59,17317,6253,21165,1443,385,15040000,19.5,2020
SA-R06088,Buraydah,Central,Hospital,,11684.411731736145,6,62,Standard,PostTension,Steel Frame,22722,3000.17,126192,45569,154234,10516,2804,121140000,76,2026
SA-R06089,Tabuk,Northern,Warehouse,,9238.83952257216,1,72,Raw,SlipForm,RC Frame,1785,159.58,16630,6005,20325,1386,370,7300000,31,2021
SA-R06090,Khobar,Eastern,DataCenter,,3269.8513902955,3,17,UltraLuxury,Traditional,RC Frame,2554,338.89,17657,6376,21581,1471,392,112320000,26.5,2023
SA-R06091,Najran,Southern,Government_Building,,7988.999661088372,3,59,Raw,SlipForm,RC Frame,5964,681.18,43141,15579,52727,3595,959,17640000,49.5,2023
