raw_description,project_type,city,area_m2,floors,finishing_level,confidence,source
مشروع Warehouse في Hail بمساحة 17678 م² وعدد 20 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Warehouse,Hail,18122,20,Standard,83,synthetic
Factory Khamis Mushait على أرض مساحتها 45129 م²، مساحة البناء 16291 م²، 8 أدوار.,Factory,Khamis Mushait,16102,8,Raw,63,synthetic
Development of a Townhouse_Project in Hail with a total area of 10532 square meters across 2 floors.,Townhouse_Project,Hail,10433,2,Good,67,synthetic
Hospital Makkah على أرض مساحتها 5660 م²، مساحة البناء 2346 م²، 8 أدوار.,Hospital,Makkah,2350,8,Luxury,80,synthetic
مشروع Villa في Dammam بمساحة 9451 م² وعدد 26 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Villa,Dammam,9247,27,Standard,75,synthetic
"Project: Villa in Najran, built-up area 16949 sqm, 30 floors. Quality finishing required.",Villa,Najran,17253,31,UltraLuxury,94,synthetic
"Project: DataCenter in Madinah, built-up area 6774 sqm, 21 floors. Quality finishing required.",DataCenter,Madinah,6809,21,Raw,91,synthetic
Bridge Najran على أرض مساحتها 8245 م²، مساحة البناء 5691 م²، 3 أدوار.,Bridge,Najran,5903,3,Luxury,98,synthetic
Government_Building Madinah على أرض مساحتها 31361 م²، مساحة البناء 15884 م²، 17 أدوار.,Government_Building,Madinah,15665,16,Good,65,synthetic
Development of a Road in Buraydah with a total area of 10618 square meters across 20 floors.,Road,Buraydah,10567,21,Standard,85,synthetic
Development of a Luxury_Villa in Tabuk with a total area of 18909 square meters across 1 floors.,Luxury_Villa,Tabuk,18724,1,Raw,96,synthetic
إنشاء Mall في مدينة Buraydah بمساحة إجمالية 8277 متر مربع مكون من 18 طوابق.,Mall,Buraydah,8627,19,UltraLuxury,93,synthetic
"Project: Apartment_Building in Tabuk, built-up area 11173 sqm, 26 floors. Quality finishing required.",Apartment_Building,Tabuk,10681,27,Premium,73,synthetic
إنشاء CommercialComplex في مدينة Madinah بمساحة إجمالية 1229 متر مربع مكون من 25 طوابق.,CommercialComplex,Madinah,1202,26,Raw,77,synthetic
مشروع CommercialComplex في Tabuk بمساحة 10866 م² وعدد 3 أدوار. يشمل المبنى تشطيبات عالية الجودة.,CommercialComplex,Tabuk,10788,3,Good,64,synthetic
Apartment_Building Makkah على أرض مساحتها 11281 م²، مساحة البناء 4594 م²، 7 أدوار.,Apartment_Building,Makkah,4444,7,Premium,78,synthetic
إنشاء DataCenter في مدينة Makkah بمساحة إجمالية 4996 متر مربع مكون من 9 طوابق.,DataCenter,Makkah,4603,10,Premium,61,synthetic
"Project: Luxury_Villa in Taif, built-up area 11372 sqm, 17 floors. Quality finishing required.",Luxury_Villa,Taif,11944,17,UltraLuxury,89,synthetic
Villa Madinah على أرض مساحتها 29777 م²، مساحة البناء 17897 م²، 21 أدوار.,Villa,Madinah,17089,21,Raw,82,synthetic
"Project: Factory in Najran, built-up area 10472 sqm, 24 floors. Quality finishing required.",Factory,Najran,10820,23,Luxury,96,synthetic
Mall Tabuk على أرض مساحتها 33453 م²، مساحة البناء 15645 م²، 10 أدوار.,Mall,Tabuk,14539,10,Good,96,synthetic
مشروع Parking في Riyadh بمساحة 5485 م² وعدد 26 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Parking,Riyadh,5159,26,Good,69,synthetic
إنشاء Luxury_Villa في مدينة Madinah بمساحة إجمالية 11175 متر مربع مكون من 5 طوابق.,Luxury_Villa,Madinah,10486,5,Premium,62,synthetic
Development of a Hospital in Najran with a total area of 13746 square meters across 18 floors.,Hospital,Najran,13557,18,UltraLuxury,86,synthetic
"Project: Office_Building in Makkah, built-up area 11416 sqm, 12 floors. Quality finishing required.",Office_Building,Makkah,11641,12,Standard,76,synthetic
Development of a School in Buraydah with a total area of 8426 square meters across 14 floors.,School,Buraydah,8094,14,Raw,74,synthetic
إنشاء CommercialComplex في مدينة Buraydah بمساحة إجمالية 3321 متر مربع مكون من 19 طوابق.,CommercialComplex,Buraydah,3364,19,UltraLuxury,76,synthetic
مشروع School في Madinah بمساحة 18747 م² وعدد 12 أدوار. يشمل المبنى تشطيبات عالية الجودة.,School,Madinah,17954,12,Luxury,80,synthetic
"Project: University in Madinah, built-up area 17276 sqm, 21 floors. Quality finishing required.",University,Madinah,17521,21,Raw,62,synthetic
Road Hail على أرض مساحتها 1848 م²، مساحة البناء 931 م²، 24 أدوار.,Road,Hail,970,26,Luxury,89,synthetic
Development of a CommercialComplex in Jeddah with a total area of 11071 square meters across 11 floors.,CommercialComplex,Jeddah,10637,11,Standard,67,synthetic
Development of a Office_Building in Taif with a total area of 11901 square meters across 29 floors.,Office_Building,Taif,12154,30,UltraLuxury,73,synthetic
Residential_Tower Khamis Mushait على أرض مساحتها 28992 م²، مساحة البناء 13401 م²، 26 أدوار.,Residential_Tower,Khamis Mushait,13961,26,UltraLuxury,73,synthetic
Development of a Villa in Makkah with a total area of 11640 square meters across 20 floors.,Villa,Makkah,10850,20,Standard,68,synthetic
"Project: Villa in Abha, built-up area 6813 sqm, 27 floors. Quality finishing required.",Villa,Abha,6837,27,Luxury,85,synthetic
Development of a Bridge in Buraydah with a total area of 16474 square meters across 17 floors.,Bridge,Buraydah,17241,16,Luxury,63,synthetic
"Project: Factory in Abha, built-up area 9086 sqm, 25 floors. Quality finishing required.",Factory,Abha,8935,26,Good,70,synthetic
"Project: Residential_Compound in Taif, built-up area 6175 sqm, 26 floors. Quality finishing required.",Residential_Compound,Taif,6261,27,Good,70,synthetic
مشروع Government_Building في Makkah بمساحة 4359 م² وعدد 11 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Government_Building,Makkah,4633,11,UltraLuxury,63,synthetic
مشروع DataCenter في Riyadh بمساحة 2774 م² وعدد 9 أدوار. يشمل المبنى تشطيبات عالية الجودة.,DataCenter,Riyadh,2915,9,Standard,70,synthetic
مشروع Office_Building في Najran بمساحة 1778 م² وعدد 19 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Office_Building,Najran,1681,20,Good,60,synthetic
إنشاء University في مدينة Najran بمساحة إجمالية 14524 متر مربع مكون من 27 طوابق.,University,Najran,15151,27,Raw,75,synthetic
إنشاء Office_Building في مدينة Taif بمساحة إجمالية 13581 متر مربع مكون من 12 طوابق.,Office_Building,Taif,12929,12,Raw,94,synthetic
مشروع Parking في Buraydah بمساحة 631 م² وعدد 27 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Parking,Buraydah,591,26,Premium,90,synthetic
"Project: Parking in Buraydah, built-up area 17872 sqm, 22 floors. Quality finishing required.",Parking,Buraydah,18250,23,Standard,78,synthetic
Development of a Government_Building in Khobar with a total area of 17657 square meters across 17 floors.,Government_Building,Khobar,16780,17,Luxury,85,synthetic
Development of a Mall in Jeddah with a total area of 8332 square meters across 15 floors.,Mall,Jeddah,8490,16,Luxury,80,synthetic
إنشاء Government_Building في مدينة Makkah بمساحة إجمالية 2985 متر مربع مكون من 2 طوابق.,Government_Building,Makkah,3112,2,Standard,97,synthetic
مشروع Hotel في Makkah بمساحة 1016 م² وعدد 8 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hotel,Makkah,994,8,Good,72,synthetic
مشروع Residential_Compound في Buraydah بمساحة 1351 م² وعدد 24 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Residential_Compound,Buraydah,1394,25,UltraLuxury,68,synthetic
Development of a Luxury_Villa in Hail with a total area of 2709 square meters across 19 floors.,Luxury_Villa,Hail,2821,18,Luxury,92,synthetic
إنشاء University في مدينة Makkah بمساحة إجمالية 14577 متر مربع مكون من 5 طوابق.,University,Makkah,14737,5,Good,85,synthetic
Townhouse_Project Taif على أرض مساحتها 17916 م²، مساحة البناء 12406 م²، 12 أدوار.,Townhouse_Project,Taif,12474,12,UltraLuxury,70,synthetic
إنشاء Office_Building في مدينة Tabuk بمساحة إجمالية 11670 متر مربع مكون من 7 طوابق.,Office_Building,Tabuk,12017,7,Good,97,synthetic
Townhouse_Project Khobar على أرض مساحتها 4784 م²، مساحة البناء 1994 م²، 8 أدوار.,Townhouse_Project,Khobar,1991,8,Premium,96,synthetic
إنشاء CommercialComplex في مدينة Jeddah بمساحة إجمالية 7820 متر مربع مكون من 8 طوابق.,CommercialComplex,Jeddah,7907,8,Raw,78,synthetic
Residential_Tower Khobar على أرض مساحتها 16307 م²، مساحة البناء 8870 م²، 10 أدوار.,Residential_Tower,Khobar,8809,10,Premium,61,synthetic
إنشاء School في مدينة Khamis Mushait بمساحة إجمالية 14360 متر مربع مكون من 11 طوابق.,School,Khamis Mushait,13935,12,Raw,83,synthetic
"Project: Warehouse in Madinah, built-up area 11983 sqm, 22 floors. Quality finishing required.",Warehouse,Madinah,12287,22,Luxury,81,synthetic
"Project: Mosque in Najran, built-up area 11563 sqm, 7 floors. Quality finishing required.",Mosque,Najran,11639,7,UltraLuxury,88,synthetic
Government_Building Najran على أرض مساحتها 8722 م²، مساحة البناء 4149 م²، 26 أدوار.,Government_Building,Najran,4232,26,Premium,98,synthetic
مشروع University في Abha بمساحة 13705 م² وعدد 15 أدوار. يشمل المبنى تشطيبات عالية الجودة.,University,Abha,13206,14,UltraLuxury,89,synthetic
Development of a CommercialComplex in Taif with a total area of 4488 square meters across 29 floors.,CommercialComplex,Taif,4513,29,Premium,92,synthetic
"Project: Factory in Tabuk, built-up area 12117 sqm, 25 floors. Quality finishing required.",Factory,Tabuk,12182,24,Luxury,97,synthetic
Residential_Compound Riyadh على أرض مساحتها 5917 م²، مساحة البناء 3377 م²، 28 أدوار.,Residential_Compound,Riyadh,3334,27,UltraLuxury,96,synthetic
إنشاء DataCenter في مدينة Buraydah بمساحة إجمالية 10664 متر مربع مكون من 2 طوابق.,DataCenter,Buraydah,11394,2,Luxury,67,synthetic
"Project: Residential_Tower in Taif, built-up area 11602 sqm, 7 floors. Quality finishing required.",Residential_Tower,Taif,11549,7,Premium,83,synthetic
مشروع Hotel في Dammam بمساحة 10466 م² وعدد 25 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hotel,Dammam,10773,25,Good,67,synthetic
Development of a Warehouse in Hail with a total area of 17032 square meters across 9 floors.,Warehouse,Hail,17941,9,Premium,69,synthetic
"Project: University in Khobar, built-up area 5036 sqm, 28 floors. Quality finishing required.",University,Khobar,4912,27,UltraLuxury,70,synthetic
Government_Building Riyadh على أرض مساحتها 15117 م²، مساحة البناء 9952 م²، 28 أدوار.,Government_Building,Riyadh,9731,29,Raw,88,synthetic
"Project: Office_Building in Khobar, built-up area 12615 sqm, 21 floors. Quality finishing required.",Office_Building,Khobar,13171,21,Premium,73,synthetic
Development of a Bridge in Dammam with a total area of 17158 square meters across 17 floors.,Bridge,Dammam,17533,17,Luxury,97,synthetic
Development of a Warehouse in Madinah with a total area of 7007 square meters across 14 floors.,Warehouse,Madinah,7492,15,Premium,88,synthetic
إنشاء Warehouse في مدينة Dammam بمساحة إجمالية 11532 متر مربع مكون من 27 طوابق.,Warehouse,Dammam,11683,27,Raw,97,synthetic
مشروع Luxury_Villa في Tabuk بمساحة 14760 م² وعدد 21 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Luxury_Villa,Tabuk,15524,21,Standard,64,synthetic
Development of a Parking in Jeddah with a total area of 19241 square meters across 23 floors.,Parking,Jeddah,18641,24,Raw,83,synthetic
"Project: Mosque in Jeddah, built-up area 4080 sqm, 6 floors. Quality finishing required.",Mosque,Jeddah,4107,6,Luxury,91,synthetic
إنشاء Villa في مدينة Riyadh بمساحة إجمالية 372 متر مربع مكون من 6 طوابق.,Villa,Riyadh,388,6,Good,92,synthetic
إنشاء Office_Building في مدينة Najran بمساحة إجمالية 14874 متر مربع مكون من 22 طوابق.,Office_Building,Najran,15005,23,Luxury,89,synthetic
University Najran على أرض مساحتها 28206 م²، مساحة البناء 14178 م²، 13 أدوار.,University,Najran,13963,14,Luxury,80,synthetic
Development of a Road in Taif with a total area of 15003 square meters across 20 floors.,Road,Taif,14406,20,Premium,70,synthetic
إنشاء Mosque في مدينة Taif بمساحة إجمالية 10523 متر مربع مكون من 27 طوابق.,Mosque,Taif,10406,28,Raw,71,synthetic
Office_Building Buraydah على أرض مساحتها 6573 م²، مساحة البناء 3108 م²، 12 أدوار.,Office_Building,Buraydah,3233,12,Raw,62,synthetic
إنشاء Government_Building في مدينة Riyadh بمساحة إجمالية 12755 متر مربع مكون من 19 طوابق.,Government_Building,Riyadh,12444,19,Standard,74,synthetic
مشروع Mosque في Dammam بمساحة 18010 م² وعدد 14 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Mosque,Dammam,17004,14,Luxury,65,synthetic
Government_Building Makkah على أرض مساحتها 22157 م²، مساحة البناء 15307 م²، 25 أدوار.,Government_Building,Makkah,16394,26,Raw,63,synthetic
إنشاء DataCenter في مدينة Buraydah بمساحة إجمالية 7776 متر مربع مكون من 7 طوابق.,DataCenter,Buraydah,8211,7,Premium,68,synthetic
Government_Building Khobar على أرض مساحتها 55193 م²، مساحة البناء 19987 م²، 28 أدوار.,Government_Building,Khobar,20381,28,Raw,67,synthetic
"Project: Villa in Najran, built-up area 15130 sqm, 24 floors. Quality finishing required.",Villa,Najran,15588,24,Premium,67,synthetic
مشروع Factory في Khamis Mushait بمساحة 14768 م² وعدد 15 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Factory,Khamis Mushait,15211,15,UltraLuxury,79,synthetic
