project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R06079,Safety,Confined space hazard,2,1,Enhanced safety training,true
SA-R06079,Financial,Labor shortage cost impact,3,2,Fixed price contracts,true
SA-R06079,Quality,Tolerance deviation,4,4,Additional testing regime,true
SA-R06080,Quality,Poor workmanship risk,5,4,Additional testing regime,false
SA-R06080,Structural,Column failure potential,2,4,Design review and structural analysis,true
SA-R06081,Financial,Currency fluctuation risk,2,2,Fixed price contracts,false
SA-R06081,Structural,Column failure potential,3,2,Design review and structural analysis,false
SA-R06081,Quality,Poor workmanship risk,4,2,Additional testing regime,false
SA-R06082,Safety,Working at height risk,5,3,Enhanced safety training,false
SA-R06082,Financial,Cement price increase,3,4,Fixed price contracts,false
SA-R06082,Schedule,Material procurement delay,3,2,Accelerated procurement plan,true
SA-R06083,Material,Cement setting time abnormal,2,2,Alternative supplier sourcing,false
SA-R06083,Safety,Electrical shock risk,4,3,Enhanced safety training,false
SA-R06084,Financial,Cash flow constraint,4,4,Fixed price contracts,true
SA-R06084,Quality,Testing failure rate high,2,2,Additional testing regime,false
SA-R06084,Schedule,Subcontractor availability,1,4,Accelerated procurement plan,false
SA-R06084,Safety,Heavy lifting accident potential,1,1,Enhanced safety training,false
SA-R06085,Structural,Foundation settlement risk,1,5,Design review and structural analysis,true
SA-R06085,Financial,Cement price increase,1,3,Fixed price contracts,false
SA-R06086,Quality,Testing failure rate high,5,5,Additional testing regime,false
SA-R06086,Structural,Crack propagation in shear walls,2,2,Design review and structural analysis,false
SA-R06087,Schedule,Weather delay potential,3,4,Accelerated procurement plan,true
SA-R06087,Financial,Currency fluctuation risk,2,2,Fixed price contracts,false
SA-R06087,Material,Steel corrosion risk,5,1,Alternative supplier sourcing,true
SA-R06087,Structural,Crack propagation in shear walls,1,5,Design review and structural analysis,true
SA-R06087,Safety,Working at height risk,3,3,Enhanced safety training,false
SA-R06088,Structural,Column failure potential,4,3,Design review and structural analysis,false
SA-R06088,Schedule,Material procurement delay,3,2,Accelerated procurement plan,true
SA-R06088,Material,Steel corrosion risk,3,4,Alternative supplier sourcing,false
SA-R06088,Safety,Electrical shock risk,4,2,Enhanced safety training,false
SA-R06088,Financial,Cement price increase,1,3,Fixed price contracts,false
SA-R06089,Financial,Cement price increase,3,2,Fixed price contracts,true
SA-R06089,Quality,Incomplete waterproofing,4,5,Additional testing regime,true
SA-R06089,Structural,Slab deflection beyond limits,3,4,Design review and structural analysis,false
SA-R06089,Material,Cement setting time abnormal,4,5,Alternative supplier sourcing,false
SA-R06089,Safety,Electrical shock risk,5,2,Enhanced safety training,true
SA-R06089,Schedule,Site handover delay,3,5,Accelerated procurement plan,true
SA-R06090,Financial,Steel price volatility,5,3,Fixed price contracts,true
SA-R06090,Structural,Slab deflection beyond limits,3,3,Design review and structural analysis,true
SA-R06090,Quality,Poor workmanship risk,4,1,Additional testing regime,false
SA-R06090,Safety,Electrical shock risk,2,3,Enhanced safety training,false
SA-R06090,Schedule,Site handover delay,3,4,Accelerated procurement plan,false
SA-R06091,Schedule,Material procurement delay,3,2,Accelerated procurement plan,true
SA-R06091,Quality,Curing duration not met,2,2,Additional testing regime,false
SA-R06091,Structural,Foundation settlement risk,5,4,Design review and structural analysis,false
SA-R06091,Safety,Fire hazard from hot work,3,4,Enhanced safety training,false
SA-R06091,Financial,Steel price volatility,3,3,Fixed price contracts,false
SA-R06091,Material,Aggregate gradation issue,4,5,Alternative supplier sourcing,true
SA-R06092,Safety,Working at height risk,2,3,Enhanced safety training,false
SA-R06092,Material,Cement setting time abnormal,1,4,Alternative supplier sourcing,true
SA-R06092,Quality,Curing duration not met,3,2,Additional testing regime,true
SA-R06092,Financial,Cement price increase,5,5,Fixed price contracts,true
SA-R06093,Financial,Labor shortage cost impact,2,1,Fixed price contracts,true
SA-R06093,Structural,Inadequate reinforcement detailing,3,5,Design review and structural analysis,true
SA-R06093,Material,Steel corrosion risk,2,4,Alternative supplier sourcing,true
SA-R06094,Financial,Cash flow constraint,5,3,Fixed price contracts,true
SA-R06094,Schedule,Subcontractor availability,2,5,Accelerated procurement plan,false
SA-R06094,Structural,Crack propagation in shear walls,2,2,Design review and structural analysis,false
SA-R06094,Material,Cement setting time abnormal,4,3,Alternative supplier sourcing,true
SA-R06094,Quality,Curing duration not met,4,2,Additional testing regime,false
SA-R06095,Financial,Labor shortage cost impact,2,4,Fixed price contracts,true
SA-R06095,Safety,Fire hazard from hot work,5,5,Enhanced safety training,true
SA-R06095,Schedule,Weather delay potential,5,1,Accelerated procurement plan,false
SA-R06096,Structural,Inadequate reinforcement detailing,2,5,Design review and structural analysis,false
SA-R06096,Material,Steel corrosion risk,4,4,Alternative supplier sourcing,false
SA-R06096,Quality,Curing duration not met,3,3,Additional testing regime,false
SA-R06096,Schedule,Site handover delay,3,2,Accelerated procurement plan,false
SA-R06096,Safety,Fire hazard from hot work,2,5,Enhanced safety training,false
SA-R06097,Financial,Cement price increase,2,4,Fixed price contracts,false
SA-R06097,Schedule,Site handover delay,3,3,Accelerated procurement plan,false
SA-R06097,Material,Cement setting time abnormal,1,2,Alternative supplier sourcing,false
SA-R06097,Quality,Tolerance deviation,4,2,Additional testing regime,false
SA-R06098,Schedule,Subcontractor availability,1,3,Accelerated procurement plan,false
SA-R06098,Quality,Poor workmanship risk,1,1,Additional testing regime,false
SA-R06099,Schedule,Weather delay potential,4,3,Accelerated procurement plan,false
SA-R06099,Material,Concrete strength below spec,4,1,Alternative supplier sourcing,false
SA-R06099,Quality,Tolerance deviation,2,4,Additional testing regime,true
SA-R06100,Financial,Labor shortage cost impact,4,3,Fixed price contracts,false
SA-R06100,Schedule,Material procurement delay,2,4,Accelerated procurement plan,true
SA-R06100,Quality,Tolerance deviation,2,2,Additional testing regime,false
SA-R06100,Material,Block moisture absorption high,2,5,Alternative supplier sourcing,false
SA-R06100,Safety,Working at height risk,3,3,Enhanced safety training,true
SA-R06100,Structural,Inadequate reinforcement detailing,1,1,Design review and structural analysis,false
SA-R06101,Structural,Inadequate reinforcement detailing,5,4,Design review and structural analysis,false
SA-R06101,Quality,Testing failure rate high,4,1,Additional testing regime,false
SA-R06101,Material,Block moisture absorption high,1,1,Alternative supplier sourcing,false
SA-R06101,Schedule,Weather delay potential,2,1,Accelerated procurement plan,false
SA-R06101,Financial,Steel price volatility,5,4,Fixed price contracts,false
SA-R06102,Safety,Confined space hazard,4,3,Enhanced safety training,false
SA-R06102,Quality,Incomplete waterproofing,4,5,Additional testing regime,false
SA-R06102,Financial,Steel price volatility,4,2,Fixed price contracts,false
SA-R06102,Schedule,Subcontractor availability,3,1,Accelerated procurement plan,false
SA-R06103,Safety,Heavy lifting accident potential,2,5,Enhanced safety training,true
SA-R06103,Structural,Slab deflection beyond limits,2,2,Design review and structural analysis,false
SA-R06103,Quality,Curing duration not met,1,1,Additional testing regime,true
SA-R06103,Material,Aggregate gradation issue,5,4,Alternative supplier sourcing,false
SA-R06103,Schedule,Weather delay potential,5,5,Accelerated procurement plan,false
SA-R06103,Financial,Labor shortage cost impact,1,5,Fixed price contracts,true
SA-R06104,Safety,Working at height risk,1,5,Enhanced safety training,true
SA-R06104,Structural,Slab deflection beyond limits,1,3,Design review and structural analysis,false
SA-R06104,Quality,Poor workmanship risk,1,4,Additional testing regime,false
SA-R06104,Material,Concrete strength below spec,4,1,Alternative supplier sourcing,true
SA-R06105,Financial,Steel price volatility,3,1,Fixed price contracts,false
SA-R06105,Material,Cement setting time abnormal,3,1,Alternative supplier sourcing,true
SA-R06106,Quality,Testing failure rate high,5,1,Additional testing regime,false
SA-R06106,Financial,Steel price volatility,4,1,Fixed price contracts,false
SA-R06106,Structural,Inadequate reinforcement detailing,1,1,Design review and structural analysis,true
SA-R06106,Material,Block moisture absorption high,2,1,Alternative supplier sourcing,false
SA-R06106,Safety,Electrical shock risk,5,3,Enhanced safety training,false
SA-R06107,Quality,Poor workmanship risk,1,2,Additional testing regime,true
SA-R06107,Financial,Currency fluctuation risk,1,4,Fixed price contracts,false
SA-R06107,Structural,Crack propagation in shear walls,3,4,Design review and structural analysis,false
SA-R06107,Material,Cement setting time abnormal,2,2,Alternative supplier sourcing,true
SA-R06108,Financial,Cash flow constraint,5,4,Fixed price contracts,false
SA-R06108,Safety,Electrical shock risk,1,2,Enhanced safety training,true
SA-R06109,Quality,Testing failure rate high,2,5,Additional testing regime,true
SA-R06109,Schedule,Weather delay potential,2,2,Accelerated procurement plan,true
SA-R06109,Material,Aggregate gradation issue,1,3,Alternative supplier sourcing,false
SA-R06110,Safety,Confined space hazard,4,3,Enhanced safety training,false
SA-R06110,Financial,Labor shortage cost impact,1,1,Fixed price contracts,true
SA-R06111,Structural,Foundation settlement risk,4,2,Design review and structural analysis,true
SA-R06111,Material,Steel corrosion risk,5,4,Alternative supplier sourcing,true
SA-R06111,Safety,Confined space hazard,5,1,Enhanced safety training,false
SA-R06111,Schedule,Permit approval delay,3,3,Accelerated procurement plan,true
SA-R06112,Structural,Slab deflection beyond limits,2,5,Design review and structural analysis,false
SA-R06112,Material,Cement setting time abnormal,5,2,Alternative supplier sourcing,false
SA-R06112,Schedule,Permit approval delay,2,5,Accelerated procurement plan,false
SA-R06112,Financial,Cement price increase,4,3,Fixed price contracts,false
SA-R06112,Safety,Heavy lifting accident potential,1,1,Enhanced safety training,false
SA-R06113,Structural,Crack propagation in shear walls,3,1,Design review and structural analysis,false
SA-R06113,Quality,Incomplete waterproofing,1,3,Additional testing regime,true
SA-R06113,Safety,Heavy lifting accident potential,4,5,Enhanced safety training,true
SA-R06114,Quality,Testing failure rate high,5,4,Additional testing regime,false
SA-R06114,Material,Block moisture absorption high,2,2,Alternative supplier sourcing,false
SA-R06114,Structural,Slab deflection beyond limits,1,1,Design review and structural analysis,false
SA-R06114,Safety,Heavy lifting accident potential,5,1,Enhanced safety training,false
SA-R06114,Financial,Steel price volatility,5,3,Fixed price contracts,false
SA-R06115,Structural,Crack propagation in shear walls,2,4,Design review and structural analysis,true
SA-R06115,Material,Cement setting time abnormal,3,5,Alternative supplier sourcing,false
SA-R06115,Quality,Testing failure rate high,2,2,Additional testing regime,false
SA-R06116,Structural,Inadequate reinforcement detailing,5,3,Design review and structural analysis,false
SA-R06116,Material,Steel corrosion risk,3,2,Alternative supplier sourcing,false
SA-R06116,Financial,Cash flow constraint,3,2,Fixed price contracts,true
SA-R06116,Schedule,Subcontractor availability,3,1,Accelerated procurement plan,true
SA-R06117,Safety,Working at height risk,5,4,Enhanced safety training,false
SA-R06117,Quality,Tolerance deviation,3,5,Additional testing regime,true
SA-R06117,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,true
SA-R06118,Schedule,Material procurement delay,5,4,Accelerated procurement plan,true
SA-R06118,Safety,Fire hazard from hot work,2,3,Enhanced safety training,false
SA-R06119,Schedule,Material procurement delay,3,1,Accelerated procurement plan,false
SA-R06119,Material,Aggregate gradation issue,4,3,Alternative supplier sourcing,false
SA-R06119,Financial,Labor shortage cost impact,5,5,Fixed price contracts,true
SA-R06119,Safety,Fire hazard from hot work,1,3,Enhanced safety training,false
SA-R06119,Quality,Testing failure rate high,5,2,Additional testing regime,false
SA-R06119,Structural,Inadequate reinforcement detailing,3,5,Design review and structural analysis,false
SA-R06120,Safety,Working at height risk,1,1,Enhanced safety training,false
SA-R06120,Quality,Incomplete waterproofing,1,1,Additional testing regime,false
SA-R06120,Structural,Slab deflection beyond limits,1,3,Design review and structural analysis,false
SA-R06120,Financial,Steel price volatility,3,3,Fixed price contracts,false
SA-R06120,Material,Aggregate gradation issue,4,5,Alternative supplier sourcing,true
SA-R06120,Schedule,Material procurement delay,3,1,Accelerated procurement plan,true
